iter	RMSE
435	9.869590446
436	9.785270967
437	9.714154955
438	9.684489159
439	9.6119395
440	9.58352677
441	9.465644147
442	9.424052395
443	9.359803856
444	9.340722493
445	9.29558721
446	9.202023156
447	9.155251319
448	9.106158734
449	9.046114255
450	8.964649129
451	8.904713551
452	8.856773332
453	8.781979171
454	8.714057721
455	8.652483659
456	8.610037157
457	8.561776578
458	8.467341203
459	8.411753689
460	8.291557882
461	8.238180299
462	8.208806164
463	8.146259346
464	8.137219173
465	8.108491114
466	8.028260673
467	7.939282235
468	7.849243779
469	7.760736859
470	7.713356029
471	7.67079043
472	7.635902236
473	7.612066791
474	7.522231313
475	7.463007138
476	7.454085091
477	7.412074844
478	7.377029782
479	7.310646878
480	7.230105987
481	7.186197799
482	7.15201061
483	7.140997277
484	7.088684113
485	7.019456109
486	7.013113881
487	6.974090806
488	6.892041003
489	6.866746909
490	6.824402129
491	6.770509529
492	6.764360097
493	6.746055444
494	6.7276998
495	6.666065763
496	6.576973702
497	6.492375869
498	6.483988312
499	6.429297867
500	6.423587624
501	6.40190101
502	6.373378073
503	6.327231734
504	6.313282084
505	6.298426074
506	6.295921969
507	6.25398185
508	6.161773966
509	6.100834157
510	6.07645112
511	6.007684853
512	5.958313796
513	5.913875191
514	5.9114637
515	5.846578633
516	5.774007375
517	5.755280823
518	5.695415846
519	5.644681845
520	5.599428826
521	5.558927374
522	5.539305545
523	5.483402544
524	5.449496162
525	5.418968888
526	5.354494586
527	5.302342258
528	5.279407157
529	5.222497937
530	5.215613261
531	5.185291792
532	5.16847679
533	5.140835701
534	5.091998513
535	5.088983002
536	5.02826759
537	5.005552361
538	4.971758407
539	4.933831202
540	4.899077229
541	4.890118166
542	4.864355284
543	4.817537071
544	4.752169377
545	4.716528587
546	4.708394375
547	4.689767634
548	4.630897432
549	4.595264277
550	4.573779535
551	4.533917753
552	4.532591572
553	4.510685906
554	4.497249734
555	4.447795531
556	4.425494613
557	4.402343822
558	4.399631144
559	4.384310218
560	4.373399186
561	4.327513295
562	4.283645096
563	4.267378252
564	4.237488731
565	4.19631333
566	4.173996759
567	4.172737017
568	4.165822362
569	4.101105095
570	4.075468433
571	4.057432226
572	4.04569102
573	4.02983893
574	4.002929975
575	3.972821905
576	3.945713269
577	3.940840155
578	3.928865725
579	3.875743181
580	3.836724374
581	3.808268479
582	3.792377449
583	3.789117243
584	3.761434217
585	3.712889418
586	3.694598508
587	3.68030709
588	3.663208067
589	3.651114976
590	3.633825794
591	3.614284901
592	3.602277152
593	3.569198922
594	3.534731903
595	3.52511617
596	3.485141435
597	3.461371548
598	3.453911605
599	3.447956397
600	3.434782876
601	3.404465564
602	3.370483682
603	3.338937447
604	3.309048224
605	3.288561269
606	3.270589023
607	3.236148682
608	3.227087884
609	3.216869796
610	3.208957295
611	3.192945907
612	3.158046781
613	3.156723633
614	3.154965437
615	3.125668424
616	3.093695274
617	3.061614482
618	3.031079436
619	3.01076351
620	3.002655984
621	2.976837664
622	2.952167601
623	2.948393682
624	2.919140038
625	2.90604663
626	2.888979653
627	2.877788311
628	2.859779302
629	2.838341383
630	2.831093592
631	2.813681418
632	2.808511928
633	2.794269412
634	2.769723607
635	2.735517015
636	2.726515022
637	2.69002908
638	2.677874755
639	2.656263501
640	2.633640442
641	2.610465799
642	2.587749591
643	2.561496174
644	2.545848383
645	2.526530211
646	2.498845256
647	2.478523235
648	2.474408193
649	2.45097803
650	2.434825913
651	2.422213192
652	2.395776986
653	2.378269754
654	2.352292608
655	2.346272174
656	2.324778567
657	2.317832106
658	2.313904959
659	2.2928617
660	2.282170914
661	2.266814062
662	2.255479345
663	2.240478938
664	2.22482279
665	2.212869369
666	2.201121801
667	2.188782326
668	2.170694222
669	2.155494489
670	2.140123131
671	2.119141745
672	2.112753078
673	2.103222695
674	2.082470692
675	2.057630589
676	2.040714995
677	2.024988554
678	2.002798442
679	1.984594173
680	1.978571782
681	1.970932922
682	1.970487539
683	1.966020373
684	1.963477088
685	1.962522413
686	1.940962382
687	1.912428838
688	1.906668208
689	1.893150634
690	1.884655967
691	1.873248837
692	1.855767663
693	1.846923361
694	1.82704109
695	1.81827638
696	1.81469563
697	1.791366971
698	1.77416981
699	1.76956839
700	1.760286556
701	1.756864169
702	1.743565777
703	1.73572997
704	1.722629017
705	1.715326709
706	1.70258771
707	1.691213178
708	1.671541496
709	1.660395939
710	1.653846051
711	1.641964999
712	1.63579548
713	1.626192292
714	1.613620553
715	1.601371986
716	1.582424718
717	1.570272465
718	1.560569591
719	1.549841185
720	1.539981655
721	1.528152951
722	1.511170734
723	1.507915685
724	1.48948172
725	1.48418795
726	1.475562622
727	1.456961387
728	1.450681463
729	1.441482218
730	1.430577262
731	1.41720898
732	1.41334249
733	1.40797554
734	1.397750816
735	1.383643523
736	1.374631359
737	1.366734914
738	1.353628506
739	1.342778137
740	1.325286269
741	1.321765678
742	1.313499665
743	1.311061228
744	1.299901936
745	1.281958114
746	1.280548344
747	1.274956529
748	1.271644549
749	1.266472811
750	1.257431597
751	1.255565226
752	1.252103702
753	1.242811811
754	1.235778687
755	1.2267609
756	1.224250248
757	1.218640473
758	1.212621664
759	1.211775499
760	1.207381021
761	1.19799954
762	1.183477225
763	1.175298663
764	1.165870132
765	1.157445116
766	1.148843409
767	1.135384779
768	1.130382032
769	1.124310156
770	1.121721367
771	1.111169637
772	1.107997251
773	1.099915785
774	1.093355838
775	1.092120794
776	1.086325944
777	1.082461865
778	1.078661747
779	1.068911972
780	1.062937762
781	1.060690778
782	1.048139478
783	1.043746077
784	1.032522527
785	1.019156244
786	1.013642547
787	1.008963154
788	1.002122152
789	0.9998163963
790	0.9915776124
791	0.9876190129
792	0.9775471367
793	0.9739155932
794	0.9714106396
795	0.9647152989
796	0.9607596528
797	0.9541847781
798	0.9496660043
799	0.9468900883
800	0.9444790572
801	0.9382805675
802	0.9329741978
803	0.9298072706
804	0.9202996739
805	0.9129224144
806	0.908902738
807	0.9059655139
808	0.8964081033
809	0.8880155945
810	0.8871835009
811	0.8865047615
812	0.8824469268
813	0.875725497
814	0.8701235099
815	0.8612777629
816	0.8596869093
817	0.852382601
818	0.8475729683
819	0.8445644378
820	0.8430591903
821	0.8427251658
822	0.8383985825
823	0.8311938376
824	0.8256330682
825	0.8223984864
826	0.813477218
827	0.8082811067
828	0.806184772
829	0.7993526241
830	0.7972870917
831	0.7959024196
832	0.7923384609
833	0.7870791476
834	0.7801610394
835	0.7799574155
836	0.774917094
837	0.7644814929
838	0.7614261901
839	0.7588464985
840	0.7558486352
841	0.7514738665
842	0.7502030505
843	0.7462718006
844	0.7440507332
845	0.740102574
846	0.7382855175
847	0.7299496664
848	0.7276711932
849	0.7270650815
850	0.7251519796
851	0.7176353322
852	0.7119533786
853	0.7058775868
854	0.6982938351
855	0.6970688868
856	0.6901641036
857	0.6884714088
858	0.685902066
859	0.6793133285
860	0.6747906011
861	0.6713195405
862	0.6693996903
863	0.6626368888
864	0.6579385071
865	0.6524856498
866	0.64667263
867	0.643728858
868	0.6367229457
869	0.6319884073
870	0.6305880101
871	0.6265895598
872	0.6243003604
873	0.6226868563
874	0.6203746732
875	0.6181770536
876	0.6121638741
877	0.6048962258
878	0.6001125533
879	0.595206088
880	0.5944480567
881	0.5877902633
882	0.5821222749
883	0.5786834602
884	0.5767280232
885	0.5721800659
886	0.5701312192
887	0.5641443079
888	0.5614406167
889	0.5598995693
890	0.5587317158
891	0.5558722891
892	0.5521240158
893	0.5495140809
894	0.5458007201
895	0.5454277145
896	0.5414678706
897	0.5372240774
898	0.5322534933
899	0.5278314126
900	0.5268309172
901	0.5221795327
902	0.5149525197
903	0.5103187129
904	0.508550892
905	0.5044870844
906	0.501290779
907	0.4990393713
908	0.4958958772
909	0.4950104548
910	0.4902611267
911	0.485712245
912	0.4831128649
913	0.4792260557
914	0.4780085209
915	0.4745544459
916	0.469041892
917	0.46441692
918	0.462805341
919	0.4611209273
920	0.4570282447
921	0.4527423801
922	0.4489305661
923	0.4453994478
924	0.4417263759
925	0.4384662545
926	0.4348586746
927	0.4318977198
928	0.4307394502
929	0.4286416468
930	0.4258006275
931	0.4233579267
932	0.420528214
933	0.4156965635
934	0.412699052
935	0.4093438055
936	0.407211114
937	0.4053923982
938	0.4035418166
939	0.4023653891
940	0.3979132414
941	0.3951106357
942	0.3947755774
943	0.3938216091
944	0.3919740026
945	0.3898826627
946	0.3861632888
947	0.3844208068
948	0.383323028
949	0.3805029587
950	0.380175788
951	0.3791211228
952	0.3780974714
953	0.3779402688
954	0.3744557766
955	0.3709974213
956	0.368541475
957	0.3671581657
958	0.3663457346
959	0.3656060365
960	0.3650383422
961	0.3636631193
962	0.3621775728
963	0.359063513
964	0.3582946863
965	0.3569965859
966	0.3561134195
967	0.3538501515
968	0.3510180052
969	0.3499072751
970	0.3478543652
971	0.3470367869
972	0.344242504
973	0.343461577
974	0.3419757463
975	0.3419108397
976	0.3401035412
977	0.3379827182
978	0.3341044032
979	0.3339030681
980	0.3329745104
981	0.3301262749
982	0.3289237229
983	0.3254709028
984	0.3240592967
985	0.3223850441
986	0.3186219478
987	0.3173023147
988	0.3163367129
989	0.3127333802
990	0.3102450216
991	0.30833901
992	0.3054515474
993	0.3042734389
994	0.3032987875
995	0.3003300163
996	0.2982040014
997	0.2953209849
998	0.2912483086
999	0.2892866162
